randomSeed,temperature_annualMaxAt2m,temperature_annualMinAt2m,temperature_meanDailyFluctuation,temperature_dailyLowerDeviation,temperature_dailyUpperDeviation,solar_annualMax,solar_annualMin,solar_meanDailyFluctuation,CO2_annualMin,CO2_annualMax,CO2_meanDailyFluctuation,precipitation_yearlyMean,precipitation_yearlySd,precipitation_dailyCum_nSamples,precipitation_dailyCum_maxSampleSize,precipitation_dailyCum_plateauValue_yearlyMean,precipitation_dailyCum_plateauValue_yearlySd,precipitation_dailyCum_inflection1_yearlyMean,precipitation_dailyCum_inflection1_yearlySd,precipitation_dailyCum_rate1_yearlyMean,precipitation_dailyCum_rate1_yearlySd,precipitation_dailyCum_inflection2_yearlyMean,precipitation_dailyCum_inflection2_yearlySd,precipitation_dailyCum_rate2_yearlyMean,precipitation_dailyCum_rate2_yearlySd,currentYear,currentDayOfYear,precipitation_yearTotal,meanARID,elevation,DC,z,CN,FC,WHC,WP,MUF,albedo,crop,T_sum,HI,I_50A,I_50B,T_base,T_opt,RUE,I_50maxH,I_50maxW,T_heat,T_extreme,S_CO2,S_water,sowingDay,harvestDay,meanARID_grow,meanT_max_grow,yield
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,0,365,669.8221443721628,0.705467555556201,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,wheat 1,2200,0.36,480,200,0,15,1.24,100,25,34,45,0.08,0.4,330,105,,,0
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,0,365,669.8221443721628,0.705467555556201,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,wheat 2,2150,0.34,280,50,0,15,1.24,100,25,34,45,0.08,0.4,330,105,,,0
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,0,365,669.8221443721628,0.705467555556201,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,rice,2300,0.47,850,200,9,26,1.24,100,10,34,50,0.08,1,170,320,0.7728382547230245,35.45284325836263,184.50369116127717
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,0,365,669.8221443721628,0.705467555556201,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,barley,1762,0.42,350,170,0,15,1.24,100,20,34,45,0.08,0.4,330,100,,,0
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,0,365,669.8221443721628,0.705467555556201,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,pearl millet,1220,0.25,245,120,10,33,1.9,100,5,35,47,0.08,0.05,200,320,0.7209183864158113,33.173418251256535,337.547151725653
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,0,365,669.8221443721628,0.705467555556201,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,proso millet,1328,0.29,157.3,96.75,0,18,3,100,130,34,45,0.08,0.05,107,220,0.969712334958612,42.901098747157384,1094.3016321582375
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,1,365,654.1503917383743,0.6726350835187069,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,wheat 1,2200,0.36,480,200,0,15,1.24,100,25,34,45,0.08,0.4,330,105,0.5039035708718813,26.598495104375324,389.5993581301736
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,1,365,654.1503917383743,0.6726350835187069,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,wheat 2,2150,0.34,280,50,0,15,1.24,100,25,34,45,0.08,0.4,330,105,0.5039035708718813,26.598495104375324,401.05557277130424
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,1,365,654.1503917383743,0.6726350835187069,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,rice,2300,0.47,850,200,9,26,1.24,100,10,34,50,0.08,1,170,320,0.7474268507149839,35.53625453259013,213.37206829133697
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,1,365,654.1503917383743,0.6726350835187069,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,barley,1762,0.42,350,170,0,15,1.24,100,20,34,45,0.08,0.4,330,100,0.4965563733155666,26.220546123415918,467.0411816887954
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,1,365,654.1503917383743,0.6726350835187069,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,pearl millet,1220,0.25,245,120,10,33,1.9,100,5,35,47,0.08,0.05,200,320,0.7274504274717116,33.317900646579844,334.903318446161
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,1,365,654.1503917383743,0.6726350835187069,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,proso millet,1328,0.29,157.3,96.75,0,18,3,100,130,34,45,0.08,0.05,107,220,0.841353034028293,43.212376163441476,1038.8878107679845
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,2,365,327.1693415362348,0.8157330101309842,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,wheat 1,2200,0.36,480,200,0,15,1.24,100,25,34,45,0.08,0.4,330,105,0.6547960707815429,26.23490972532016,416.79292808609216
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,2,365,327.1693415362348,0.8157330101309842,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,wheat 2,2150,0.34,280,50,0,15,1.24,100,25,34,45,0.08,0.4,330,105,0.6547960707815429,26.23490972532016,423.37315993252975
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,2,365,327.1693415362348,0.8157330101309842,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,rice,2300,0.47,850,200,9,26,1.24,100,10,34,50,0.08,1,170,320,0.881839789712137,35.65320922309776,107.4244382750289
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,2,365,327.1693415362348,0.8157330101309842,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,barley,1762,0.42,350,170,0,15,1.24,100,20,34,45,0.08,0.4,330,100,0.6467816704478537,25.730477710011733,489.94790493938586
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,2,365,327.1693415362348,0.8157330101309842,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,pearl millet,1220,0.25,245,120,10,33,1.9,100,5,35,47,0.08,0.05,200,320,0.8656459225414815,33.52754623032042,363.68154419368017
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,2,365,327.1693415362348,0.8157330101309842,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,proso millet,1328,0.29,157.3,96.75,0,18,3,100,130,34,45,0.08,0.05,107,220,0.9427308295291138,42.9159017780901,1265.0451669148915
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,3,365,698.2001239306726,0.6877142530603125,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,wheat 1,2200,0.36,480,200,0,15,1.24,100,25,34,45,0.08,0.4,330,105,0.534928471297692,26.17799300142411,388.866807972432
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,3,365,698.2001239306726,0.6877142530603125,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,wheat 2,2150,0.34,280,50,0,15,1.24,100,25,34,45,0.08,0.4,330,105,0.534928471297692,26.17799300142411,401.92003978138644
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,3,365,698.2001239306726,0.6877142530603125,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,rice,2300,0.47,850,200,9,26,1.24,100,10,34,50,0.08,1,170,320,0.7067617811760325,35.58458463754876,272.145197789599
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,3,365,698.2001239306726,0.6877142530603125,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,barley,1762,0.42,350,170,0,15,1.24,100,20,34,45,0.08,0.4,330,100,0.5233321651085645,25.77403346610655,469.6692353070779
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,3,365,698.2001239306726,0.6877142530603125,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,pearl millet,1220,0.25,245,120,10,33,1.9,100,5,35,47,0.08,0.05,200,320,0.6565537115981147,33.46314855084885,325.8976436638574
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,3,365,698.2001239306726,0.6877142530603125,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,proso millet,1328,0.29,157.3,96.75,0,18,3,100,130,34,45,0.08,0.05,107,220,0.8400600755454971,43.164607630993004,1079.533523535999
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,4,365,757.8697738636129,0.6748028842513927,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,wheat 1,2200,0.36,480,200,0,15,1.24,100,25,34,45,0.08,0.4,330,105,0.44671634423564743,26.14088079279118,454.73574310101725
0,37,12.8,2.2,6.8,7.9,24.2,9.2,3.3,245,255,1,571.3728258490918,142.2,200,10,0.6291136191272653,0.1,40,5,0.07,0.02,240,20,0.08,0.02,4,365,757.8697738636129,0.6748028842513927,200,0.55,400,65,0.21,0.15,0.06,0.096,0.23,wheat 2,2150,0.34,280,50,0,15,1.24,100,25,34,45,0.08,0.4,330,105,0.44671634423564743,26.14088079279118,462.5493612077376
